hg38_chrom	hg38_pos	hg19_chrom	hg19_pos
chr12	8905651	chr12	9058247
chr12	8905722	chr12	9058318
chr12	8905722	chr12	9058318
chr12	8905722	chr12	9058318
chr12	8905722	chr12	9058318
chr12	8905737	chr12	9058333
chr12	8905737	chr12	9058333
chr12	8906397	chr12	9058993
chr12	8906479	chr12	9059075
chr12	8906479	chr12	9059075
chr12	8906485	chr12	9059081
chr12	8906485	chr12	9059081
chr12	8907338	chr12	9059934
chr12	8907429	chr12	9060025
chr12	8907429	chr12	9060025
chr12	8907429	chr12	9060025
chr12	8907429	chr12	9060025
chr12	8907456	chr12	9060052
chr12	8907456	chr12	9060052
chr12	8907456	chr12	9060052
chr12	8907456	chr12	9060052
chr12	8907457	chr12	9060053
chr12	8907457	chr12	9060053
chr12	8907457	chr12	9060053
chr12	8907457	chr12	9060053
chr1	150766597	chr1	150739073
chr12	8907608	chr12	9060204
chr12	8907800	chr12	9060396
chr12	8907964	chr12	9060560
chr12	8908347	chr12	9060943
chr12	8908668	chr12	9061264
chr12	8908860	chr12	9061456
chr12	8909133	chr12	9061729
chr12	8910010	chr12	9062606
chr12	8911537	chr12	9064133
chr12	8912327	chr12	9064923
chr1	150770224	chr1	150742700
chr12	8912576	chr12	9065172
chr12	8912576	chr12	9065172
chr12	8912630	chr12	9065226
chr12	8912630	chr12	9065226
chr12	8913562	chr12	9066158
chr12	8922106	chr12	9074702
chr12	8928422	chr12	9081018
chr12	8932074	chr12	9084670
chr12	8932335	chr12	9084931
chr12	8934302	chr12	9086898
chr12	8935310	chr12	9087906
chr12	8936676	chr12	9089272
chr1	150771016	chr1	150743492
chr1	26200819	chr1	26527310
chr1	26200819	chr1	26527310
chr1	26200819	chr1	26527310
chr1	26200819	chr1	26527310
chr1	26200819	chr1	26527310
chr1	26200819	chr1	26527310
chr1	26200819	chr1	26527310
chr1	26200819	chr1	26527310
chr12	8936749	chr12	9089345
chr12	8936749	chr12	9089345
chr12	8937490	chr12	9090086
chr12	8938263	chr12	9090859
chr12	8938263	chr12	9090859
chr12	8938296	chr12	9090892
chr12	8938296	chr12	9090892
chr12	8938520	chr12	9091116
chr12	8938597	chr12	9091193
chr12	8940405	chr12	9093001
chr12	8940510	chr12	9093106
chr12	8941952	chr12	9094548
chr12	8943153	chr12	9095749
chr1	150773124	chr1	150745600
chr12	8946937	chr12	9099533
chr12	8952013	chr12	9104609
chr12	8952343	chr12	9104939
chr12	8953327	chr12	9105923
chr12	8954423	chr12	9107019
chr12	8955062	chr12	9107658
chr12	8955062	chr12	9107658
chr12	8955077	chr12	9107673
chr12	8955077	chr12	9107673
chr12	8955522	chr12	9108118
chr12	8955848	chr12	9108444
chr12	8956312	chr12	9108908
chr12	8956388	chr12	9108984
chr12	8958240	chr12	9110836
chr12	8958321	chr12	9110917
chr12	8958321	chr12	9110917
chr12	8958323	chr12	9110919
chr12	8958323	chr12	9110919
chr12	8958323	chr12	9110919
chr12	8958323	chr12	9110919
chr12	8958397	chr12	9110993
chr12	8958397	chr12	9110993
chr12	8959259	chr12	9111855
chr12	8959409	chr12	9112005
chr12	8959409	chr12	9112005
chr12	8959422	chr12	9112018
chr12	8959422	chr12	9112018
chr1	150773930	chr1	150746406
chr12	8959818	chr12	9112414
chr12	8959955	chr12	9112551
chr12	8960165	chr12	9112761
chr12	8960406	chr12	9113002
chr12	8960985	chr12	9113581
chr12	8960985	chr12	9113581
chr12	8961029	chr12	9113625
chr12	8961029	chr12	9113625
chr12	8961587	chr12	9114183
chr12	8961587	chr12	9114183
chr12	8963872	chr12	9116468
chr12	8964170	chr12	9116766
chr1	150774833	chr1	150747309
chr12	8966682	chr12	9119278
chr12	8967049	chr12	9119645
chr12	8967558	chr12	9120154
chr12	8967558	chr12	9120154
chr12	8967584	chr12	9120180
chr12	8967584	chr12	9120180
chr12	8969260	chr12	9121856
chr12	8970013	chr12	9122609
chr12	8970460	chr12	9123056
chr1	150774934	chr1	150747410
chr12	8970881	chr12	9123477
chr12	8971336	chr12	9123932
chr12	8972169	chr12	9124765
chr12	8972244	chr12	9124840
chr12	8972244	chr12	9124840
chr12	8972315	chr12	9124911
chr12	8972315	chr12	9124911
chr12	8974293	chr12	9126889
chr12	8974511	chr12	9127107
chr12	8974511	chr12	9127107
chr12	8974551	chr12	9127147
chr12	8974551	chr12	9127147
chr1	150775898	chr1	150748374
chr12	8975008	chr12	9127604
chr12	8975693	chr12	9128289
chr12	8976495	chr12	9129091
chr12	8977691	chr12	9130287
chr12	8978265	chr12	9130861
chr12	8978785	chr12	9131381
chr12	8979270	chr12	9131866
chr12	8979421	chr12	9132017
chr12	8979635	chr12	9132231
chr1	150776310	chr1	150748786
chr1	150776310	chr1	150748786
chr12	8984500	chr12	9137096
chr12	8985255	chr12	9137851
chr12	8985587	chr12	9138183
chr12	8985745	chr12	9138341
chr12	8986301	chr12	9138897
chr12	8986748	chr12	9139344
chr12	8989701	chr12	9142297
chr12	8991298	chr12	9143894
chr1	150776327	chr1	150748803
chr1	150776327	chr1	150748803
chr12	8991825	chr12	9144421
chr12	8992460	chr12	9145056
chr12	8994973	chr12	9147569
chr12	9349101	chr12	9501697
chr12	9349302	chr12	9501898
chr12	9349694	chr12	9502290
chr12	9349694	chr12	9502290
chr12	9350147	chr12	9502743
chr12	9350512	chr12	9503108
chr12	9351698	chr12	9504294
chr12	9352373	chr12	9504969
chr1	150777437	chr1	150749913
chr12	9352416	chr12	9505012
chr12	9352416	chr12	9505012
chr12	9352417	chr12	9505013
chr12	9352417	chr12	9505013
chr12	9356546	chr12	9509142
chr12	9357799	chr12	9510395
chr12	9358435	chr12	9511031
chr12	9361265	chr12	9513861
chr12	9362151	chr12	9514747
chr12	9366690	chr12	9519286
chr12	9366690	chr12	9519286
chr12	9366691	chr12	9519287
chr12	9369548	chr12	9522144
chr1	150781011	chr1	150753487
chr1	26201292	chr1	26527783
chr1	26201292	chr1	26527783
chr1	26201292	chr1	26527783
chr1	26201292	chr1	26527783
chr12	9372344	chr12	9524940
chr12	9374976	chr12	9527572
chr12	9375395	chr12	9527991
chr12	9375646	chr12	9528242
chr12	9375724	chr12	9528320
chr12	9376266	chr12	9528862
chr12	9376744	chr12	9529340
chr12	9379799	chr12	9532395
chr12	9381774	chr12	9534370
chr12	9382070	chr12	9534666
chr1	150781119	chr1	150753595
chr12	9383144	chr12	9535740
chr12	9384345	chr12	9536941
chr12	9391848	chr12	9544444
chr12	9392468	chr12	9545064
chr12	9394903	chr12	9547499
chr12	9395096	chr12	9547692
chr12	9396729	chr12	9549325
chr12	9404910	chr12	9557506
chr12	9406367	chr12	9558963
chr12	9408498	chr12	9561094
chr12	9413157	chr12	9565753
chr12	9413944	chr12	9566540
chr12	9414683	chr12	9567279
chr12	9415758	chr12	9568354
chr12	9420158	chr12	9572754
chr12	9423590	chr12	9576186
chr12	9424417	chr12	9577013
chr12	9426800	chr12	9579396
chr12	9429202	chr12	9581798
chr1	150787698	chr1	150760174
chr12	9434276	chr12	9586872
chr12	9437904	chr12	9590500
chr12	9441105	chr12	9593701
chr12	9442314	chr12	9594910
chr12	9446583	chr12	9599179
chr12	9447217	chr12	9599813
chr12	9449307	chr12	9601903
chr12	9449665	chr12	9602261
chr12	9451502	chr12	9604098
chr12	9452296	chr12	9604892
chr1	150789695	chr1	150762171
chr12	9458877	chr12	9611473
chr12	9461425	chr12	9614021
chr12	9462640	chr12	9615236
chr12	9463831	chr12	9616427
chr12	9464665	chr12	9617261
chr12	9465280	chr12	9617876
chr12	10072429	chr12	10225028
chr12	10125180	chr12	10277779
chr12	12470006	chr12	12622940
chr12	12472046	chr12	12624980
chr1	150790663	chr1	150763139
chr12	12472780	chr12	12625714
chr12	12479805	chr12	12632739
chr12	12486875	chr12	12639809
chr12	21510850	chr12	21663784
chr12	21511467	chr12	21664401
chr12	21511945	chr12	21664879
chr12	21512943	chr12	21665877
chr12	21516716	chr12	21669650
chr12	21516885	chr12	21669819
chr12	21516885	chr12	21669819
chr12	21516921	chr12	21669855
chr12	21516921	chr12	21669855
chr12	21518632	chr12	21671566
chr12	21519088	chr12	21672022
chr12	21520021	chr12	21672955
chr12	21520155	chr12	21673089
chr12	21521265	chr12	21674199
chr12	21521265	chr12	21674199
chr12	46186835	chr12	46580618
chr12	46187790	chr12	46581573
chr1	150793694	chr1	150766170
chr12	46190166	chr12	46583949
chr12	46190970	chr12	46584753
chr12	46191709	chr12	46585492
chr12	46194843	chr12	46588626
chr12	46195365	chr12	46589148
chr12	46195452	chr12	46589235
chr12	46196205	chr12	46589988
chr12	46197264	chr12	46591047
chr1	150794346	chr1	150766822
chr12	46201454	chr12	46595237
chr12	46206711	chr12	46600494
chr12	46206834	chr12	46600617
chr12	46206971	chr12	46600754
chr12	48450129	chr12	48843912
chr12	48450535	chr12	48844318
chr12	48450873	chr12	48844656
chr1	150794488	chr1	150766964
chr12	48454332	chr12	48848115
chr12	48454459	chr12	48848242
chr12	48454938	chr12	48848721
chr12	48457644	chr12	48851427
chr12	48460460	chr12	48854243
chr12	48462990	chr12	48856773
chr12	48464579	chr12	48858362
chr12	48465152	chr12	48858935
chr12	48468455	chr12	48862238
chr12	48471718	chr12	48865501
chr1	150801063	chr1	150773539
chr1	26201318	chr1	26527809
chr1	26201318	chr1	26527809
chr1	26201318	chr1	26527809
chr1	26201318	chr1	26527809
chr12	48471977	chr12	48865760
chr12	48480980	chr12	48874763
chr12	48482440	chr12	48876223
chr12	48483119	chr12	48876902
chr12	48486940	chr12	48880723
chr12	48488108	chr12	48881891
chr12	48489237	chr12	48883020
chr12	48491909	chr12	48885692
chr12	48494036	chr12	48887819
chr12	48494036	chr12	48887819
chr12	48494037	chr12	48887820
chr12	48494037	chr12	48887820
chr1	150801625	chr1	150774101
chr12	48494039	chr12	48887822
chr12	48494039	chr12	48887822
chr12	48494048	chr12	48887831
chr12	48494048	chr12	48887831
chr12	48494052	chr12	48887835
chr12	48494052	chr12	48887835
chr12	52778649	chr12	53172433
chr12	52783076	chr12	53176860
chr12	52784638	chr12	53178422
chr12	52785698	chr12	53179482
chr12	52790941	chr12	53184725
chr12	54955406	chr12	55349190
chr1	150801989	chr1	150774465
chr12	54959775	chr12	55353559
chr12	54959903	chr12	55353687
chr12	54960408	chr12	55354192
chr12	56461021	chr12	56854805
chr12	56466289	chr12	56860073
chr12	56467674	chr12	56861458
chr12	56469780	chr12	56863564
chr12	56487267	chr12	56881051
chr12	56519080	chr12	56912864
chr1	150803304	chr1	150775780
chr12	56521763	chr12	56915547
chr12	56522830	chr12	56916614
chr12	56526618	chr12	56920402
chr12	56528182	chr12	56921966
chr12	56529206	chr12	56922990
chr12	56530253	chr12	56924037
chr12	56530663	chr12	56924447
chr12	56531747	chr12	56925531
chr1	150805089	chr1	150777565
chr12	56532179	chr12	56925963
chr12	56532473	chr12	56926257
chr12	56532473	chr12	56926257
chr12	56532473	chr12	56926257
chr12	56532473	chr12	56926257
chr12	56532484	chr12	56926268
chr12	56532484	chr12	56926268
chr12	56532484	chr12	56926268
chr12	56532484	chr12	56926268
chr12	56532533	chr12	56926317
chr12	56532881	chr12	56926665
chr12	56533026	chr12	56926810
chr12	56533556	chr12	56927340
chr12	56533556	chr12	56927340
chr12	56533560	chr12	56927344
chr12	56533560	chr12	56927344
chr1	150807048	chr1	150779524
chr12	56534046	chr12	56927830
chr12	56534192	chr12	56927976
chr12	56534829	chr12	56928613
chr12	56535047	chr12	56928831
chr12	56535047	chr12	56928831
chr12	56535142	chr12	56928926
chr12	56535376	chr12	56929160
chr12	56535376	chr12	56929160
chr12	56535383	chr12	56929167
chr12	56535383	chr12	56929167
chr12	56535560	chr12	56929344
chr1	150811509	chr1	150783985
chr12	56535580	chr12	56929364
chr12	56535735	chr12	56929519
chr12	56535735	chr12	56929519
chr12	56535919	chr12	56929703
chr12	56536052	chr12	56929836
chr12	56536052	chr12	56929836
chr12	56536060	chr12	56929844
chr12	56536060	chr12	56929844
chr12	56536285	chr12	56930069
chr12	57095865	chr12	57489648
chr12	57731209	chr12	58124992
chr12	57735519	chr12	58129302
chr1	150819226	chr1	150791702
chr12	57745470	chr12	58139253
chr12	57749071	chr12	58142854
chr12	57750882	chr12	58144665
chr12	57752936	chr12	58146719
chr12	57764205	chr12	58157988
chr12	57768115	chr12	58161898
chr12	57768956	chr12	58162739
chr12	57771302	chr12	58165085
chr12	57772620	chr12	58166403
chr1	150820140	chr1	150792616
chr12	57773410	chr12	58167193
chr12	57773878	chr12	58167661
chr12	57774005	chr12	58167788
chr12	57774209	chr12	58167992
chr12	57775578	chr12	58169361
chr12	57776773	chr12	58170556
chr12	57777943	chr12	58171726
chr12	57779146	chr12	58172929
chr12	57779665	chr12	58173448
chr12	57779665	chr12	58173448
chr1	150825272	chr1	150797748
chr12	57779683	chr12	58173466
chr12	57780523	chr12	58174306
chr12	57781418	chr12	58175201
chr12	57782831	chr12	58176614
chr12	57783654	chr12	58177437
chr12	57784365	chr12	58178148
chr12	57784806	chr12	58178589
chr12	57786633	chr12	58180416
chr1	26201319	chr1	26527810
chr1	26201319	chr1	26527810
chr1	26201319	chr1	26527810
chr1	26201319	chr1	26527810
chr12	57788529	chr12	58182312
chr12	57792811	chr12	58186594
chr12	57793975	chr12	58187758
chr12	57794374	chr12	58188157
chr12	57794913	chr12	58188696
chr12	57799665	chr12	58193448
chr12	57802664	chr12	58196447
chr12	57802745	chr12	58196528
chr12	57803019	chr12	58196802
chr1	150825859	chr1	150798335
chr12	57809571	chr12	58203354
chr12	57810647	chr12	58204430
chr12	57812715	chr12	58206498
chr12	57814381	chr12	58208164
chr12	57818745	chr12	58212528
chr12	57819489	chr12	58213272
chr12	57819702	chr12	58213485
chr12	57912314	chr12	58306097
chr12	57917741	chr12	58311524
chr12	57921555	chr12	58315338
chr1	150826101	chr1	150798577
chr12	57927000	chr12	58320783
chr12	57928981	chr12	58322764
chr12	57928981	chr12	58322764
chr12	57932665	chr12	58326448
chr12	57934717	chr12	58328500
chr12	57936037	chr12	58329820
chr12	57941347	chr12	58335130
chr1	150827279	chr1	150799755
chr12	57941547	chr12	58335330
chr12	57941547	chr12	58335330
chr12	57941843	chr12	58335626
chr12	57943349	chr12	58337132
chr12	57943888	chr12	58337671
chr12	57948413	chr12	58342196
chr12	57954826	chr12	58348609
chr12	66060448	chr12	66454228
chr12	66061236	chr12	66455016
chr1	150827614	chr1	150800090
chr12	66062248	chr12	66456028
chr12	66062544	chr12	66456324
chr12	66065700	chr12	66459480
chr12	66067239	chr12	66461019
chr12	66082208	chr12	66475988
chr12	66091898	chr12	66485678
chr12	66093859	chr12	66487639
chr12	66095116	chr12	66488896
chr12	66095544	chr12	66489324
chr12	66095638	chr12	66489418
chr12	66095772	chr12	66489552
chr12	66095861	chr12	66489641
chr12	66095993	chr12	66489773
chr12	66096100	chr12	66489880
chr12	66096100	chr12	66489880
chr1	150828179	chr1	150800655
chr12	66096103	chr12	66489883
chr12	66096103	chr12	66489883
chr12	66096414	chr12	66490194
chr12	66096834	chr12	66490614
chr12	66097118	chr12	66490898
chr12	66097126	chr12	66490906
chr12	66097608	chr12	66491388
chr12	66097763	chr12	66491543
chr12	66098023	chr12	66491803
chr12	66098377	chr12	66492157
chr1	150828519	chr1	150800995
chr12	66098731	chr12	66492511
chr12	66098830	chr12	66492610
chr12	66099462	chr12	66493242
chr12	66099559	chr12	66493339
chr12	66100043	chr12	66493823
chr12	66100365	chr12	66494145
chr12	66100528	chr12	66494308
chr12	66100627	chr12	66494407
chr12	66100627	chr12	66494407
chr12	66100696	chr12	66494476
chr12	66100696	chr12	66494476
chr12	66100927	chr12	66494707
chr1	150830520	chr1	150802996
chr12	66101495	chr12	66495275
chr12	66102030	chr12	66495810
chr12	66102424	chr12	66496204
chr12	66102888	chr12	66496668
chr12	66104338	chr12	66498118
chr12	66104950	chr12	66498730
chr12	66105245	chr12	66499025
chr12	66105491	chr12	66499271
chr12	66106572	chr12	66500352
chr12	66108700	chr12	66502480
chr1	150831953	chr1	150804429
chr12	66109052	chr12	66502832
chr12	66110442	chr12	66504222
chr12	66113468	chr12	66507248
chr12	66114870	chr12	66508650
chr12	66119086	chr12	66512866
chr12	66122670	chr12	66516450
chr12	66122792	chr12	66516572
chr12	66123130	chr12	66516910
chr12	66125830	chr12	66519610
chr1	150835814	chr1	150808290
chr1	26201460	chr1	26527951
chr1	2153594	chr1	2085033
chr1	2130530	chr1	2061969
chr12	66125963	chr12	66519743
chr12	66126207	chr12	66519987
chr12	66126638	chr12	66520418
chr12	66127226	chr12	66521006
chr12	66128579	chr12	66522359
chr12	66129133	chr12	66522913
chr12	66129579	chr12	66523359
chr12	66129895	chr12	66523675
chr12	66131133	chr12	66524913
chr12	66131554	chr12	66525334
chr1	150836413	chr1	150808889
chr12	66131750	chr12	66525530
chr12	66131922	chr12	66525702
chr12	66133270	chr12	66527050
chr12	66137052	chr12	66530832
chr12	66143620	chr12	66537400
chr12	66143620	chr12	66537400
chr12	66143625	chr12	66537405
chr12	66143625	chr12	66537405
chr12	66144479	chr12	66538259
chr12	66146244	chr12	66540024
chr12	66148373	chr12	66542153
chr1	150837443	chr1	150809919
chr12	66148503	chr12	66542283
chr12	66149181	chr12	66542961
chr12	66149360	chr12	66543140
chr12	66150863	chr12	66544643
chr12	66151870	chr12	66545650
chr12	66153548	chr12	66547328
chr12	66154844	chr12	66548624
chr12	66156270	chr12	66550050
chr12	66156270	chr12	66550050
chr12	66156319	chr12	66550099
chr12	66156319	chr12	66550099
chr12	66157391	chr12	66551171
chr12	66158086	chr12	66551866
chr12	66159157	chr12	66552937
chr12	66159157	chr12	66552937
chr12	66159220	chr12	66553000
chr12	66159220	chr12	66553000
chr12	66159321	chr12	66553101
chr12	66159934	chr12	66553714
chr12	66161753	chr12	66555533
chr12	66163366	chr12	66557146
chr12	66163366	chr12	66557146
chr12	66163436	chr12	66557216
chr12	66163436	chr12	66557216
chr1	150839318	chr1	150811794
chr12	66163592	chr12	66557372
chr12	66165656	chr12	66559436
chr12	66168975	chr12	66562755
chr12	66169426	chr12	66563206
chr12	66170385	chr12	66564165
chr12	66170385	chr12	66564165
chr12	66170444	chr12	66564224
chr12	66170444	chr12	66564224
chr12	66171909	chr12	66565689
chr12	66172170	chr12	66565950
chr12	66173013	chr12	66566793
chr12	66173462	chr12	66567242
chr1	150840478	chr1	150812954
chr12	66174571	chr12	66568351
chr12	66176961	chr12	66570741
chr12	66178367	chr12	66572147
chr12	66179281	chr12	66573061
chr12	66179676	chr12	66573456
chr12	66180098	chr12	66573878
chr12	66180394	chr12	66574174
chr12	66180647	chr12	66574427
chr12	66183776	chr12	66577556
chr1	150840839	chr1	150813315
chr12	66188105	chr12	66581885
chr12	66191349	chr12	66585129
chr12	66191958	chr12	66585738
chr12	66192060	chr12	66585840
chr12	66198245	chr12	66592025
chr12	66198633	chr12	66592413
chr12	66199776	chr12	66593556
chr12	66200336	chr12	66594116
chr12	66200336	chr12	66594116
chr12	66200354	chr12	66594134
chr12	66200354	chr12	66594134
chr1	150841698	chr1	150814174
chr12	66200896	chr12	66594676
chr12	66200980	chr12	66594760
chr12	66202070	chr12	66595850
chr12	66202797	chr12	66596577
chr12	66203639	chr12	66597419
chr12	68683717	chr12	69077497
chr12	68684428	chr12	69078208
chr12	68686129	chr12	69079909
chr12	68686948	chr12	69080728
chr12	68694873	chr12	69088653
chr12	68696569	chr12	69090349
chr12	68697543	chr12	69091323
chr12	68699465	chr12	69093245
chr12	68700341	chr12	69094121
chr12	68701333	chr12	69095113
chr12	68708439	chr12	69102219
chr12	68709658	chr12	69103438
chr12	68711076	chr12	69104856
chr12	68714668	chr12	69108448
chr1	150845758	chr1	150818234
chr12	68715129	chr12	69108909
chr12	68715837	chr12	69109617
chr12	68726861	chr12	69120641
chr12	68736686	chr12	69130466
chr12	68738554	chr12	69132334
chr12	68751122	chr12	69144902
chr12	68751301	chr12	69145081
chr12	68751302	chr12	69145082
chr12	68751302	chr12	69145082
chr12	69358206	chr12	69751986
chr12	69358420	chr12	69752200
chr1	150846994	chr1	150819470
chr1	28323866	chr1	28650377
chr12	69358537	chr12	69752317
chr12	69358656	chr12	69752436
chr12	69358995	chr12	69752775
chr12	69359585	chr12	69753365
chr12	69359585	chr12	69753365
chr12	69359640	chr12	69753420
chr12	69359640	chr12	69753420
chr12	69359732	chr12	69753512
chr12	69360050	chr12	69753830
chr12	69360050	chr12	69753830
chr12	69360067	chr12	69753847
chr12	69360067	chr12	69753847
chr12	69360232	chr12	69754012
chr12	69362205	chr12	69755985
chr1	150848455	chr1	150820931
chr12	69364682	chr12	69758462
chr12	69368059	chr12	69761839
chr12	69368933	chr12	69762713
chr12	69371070	chr12	69764850
chr12	69372138	chr12	69765918
chr12	69372774	chr12	69766554
chr12	69374667	chr12	69768447
chr12	69377947	chr12	69771727
chr12	69378922	chr12	69772702
chr12	69380783	chr12	69774563
chr1	150849215	chr1	150821691
chr12	69381097	chr12	69774877
chr12	69383020	chr12	69776800
chr12	69383408	chr12	69777188
chr12	69385180	chr12	69778960
chr12	69385291	chr12	69779071
chr12	69390915	chr12	69784695
chr12	69392763	chr12	69786543
chr12	94969111	chr12	95362887
chr12	94973872	chr12	95367648
chr1	150849371	chr1	150821847
chr12	94973946	chr12	95367722
chr12	94974401	chr12	95368177
chr12	94980768	chr12	95374544
chr12	94983519	chr12	95377295
chr12	94984507	chr12	95378283
chr12	94987870	chr12	95381646
chr12	94988620	chr12	95382396
chr12	94988825	chr12	95382601
chr12	94989674	chr12	95383450
chr1	150850978	chr1	150823454
chr12	94991627	chr12	95385403
chr12	94992195	chr12	95385971
chr12	94992945	chr12	95386721
chr12	94992945	chr12	95386721
chr12	94993015	chr12	95386791
chr12	94993015	chr12	95386791
chr12	94993587	chr12	95387363
chr12	94993760	chr12	95387536
chr12	94993980	chr12	95387756
chr12	94995669	chr12	95389445
chr12	94996602	chr12	95390378
chr1	150852051	chr1	150824527
chr12	94997236	chr12	95391012
chr12	94997321	chr12	95391097
chr12	94997804	chr12	95391580
chr12	94998100	chr12	95391876
chr12	94998100	chr12	95391876
chr12	94998116	chr12	95391892
chr12	94998116	chr12	95391892
chr12	94998378	chr12	95392154
chr12	94998875	chr12	95392651
chr12	94999969	chr12	95393745
chr12	95000199	chr12	95393975
chr12	95000199	chr12	95393975
chr12	95000223	chr12	95393999
chr12	95000223	chr12	95393999
chr1	150853035	chr1	150825511
chr12	95001286	chr12	95395062
chr12	95003130	chr12	95396906
chr12	95003776	chr12	95397552
chr12	95019032	chr12	95412808
chr12	95026951	chr12	95420727
chr12	95032693	chr12	95426469
chr12	95032794	chr12	95426570
chr12	95033935	chr12	95427711
chr12	95035603	chr12	95429379
chr12	95059503	chr12	95453279
chr1	150853154	chr1	150825630
chr12	101687198	chr12	102080976
chr12	101687720	chr12	102081498
chr12	101687720	chr12	102081498
chr12	101687773	chr12	102081551
chr12	101687773	chr12	102081551
chr12	101687773	chr12	102081551
chr12	101687773	chr12	102081551
chr12	101687773	chr12	102081551
chr12	101687773	chr12	102081551
chr12	101687773	chr12	102081551
chr12	101687773	chr12	102081551
chr12	101687798	chr12	102081576
chr12	101687798	chr12	102081576
chr12	101687798	chr12	102081576
chr12	101687798	chr12	102081576
chr12	101687799	chr12	102081577
chr12	101687799	chr12	102081577
chr12	101687799	chr12	102081577
chr12	101687799	chr12	102081577
chr12	101688383	chr12	102082161
chr12	101688383	chr12	102082161
chr12	101688440	chr12	102082218
chr12	101688440	chr12	102082218
chr12	101688811	chr12	102082589
chr1	150853934	chr1	150826410
chr12	101689424	chr12	102083202
chr12	101691709	chr12	102085487
chr12	101692668	chr12	102086446
chr12	101693027	chr12	102086805
chr12	101693236	chr12	102087014
chr12	101693237	chr12	102087015
chr12	101693415	chr12	102087193
chr12	101693415	chr12	102087193
chr1	150854355	chr1	150826831
chr12	101693464	chr12	102087242
chr12	101693464	chr12	102087242
chr12	101693464	chr12	102087242
chr12	101693464	chr12	102087242
chr12	101693512	chr12	102087290
chr12	101693512	chr12	102087290
chr12	101693618	chr12	102087396
chr12	101693858	chr12	102087636
chr12	101694066	chr12	102087844
chr12	101694334	chr12	102088112
chr12	101694583	chr12	102088361
chr12	101694729	chr12	102088507
chr1	150855831	chr1	150828307
chr1	28337192	chr1	28663703
chr12	101695265	chr12	102089043
chr12	101695522	chr12	102089300
chr12	101695522	chr12	102089300
chr12	101695540	chr12	102089318
chr12	101695540	chr12	102089318
chr12	101695540	chr12	102089318
chr12	101695540	chr12	102089318
chr12	101695613	chr12	102089391
chr12	101695613	chr12	102089391
chr12	101695613	chr12	102089391
chr12	101695613	chr12	102089391
chr12	101695621	chr12	102089399
chr12	101695621	chr12	102089399
chr12	101695724	chr12	102089502
chr12	101695724	chr12	102089502
chr12	101695783	chr12	102089561
chr12	101695783	chr12	102089561
chr12	101696221	chr12	102089999
chr12	101696302	chr12	102090080
chr12	101696468	chr12	102090246
chr12	101697239	chr12	102091017
chr12	101697601	chr12	102091379
chr12	101699211	chr12	102092989
chr12	101699681	chr12	102093459
chr12	101788264	chr12	102182042
chr12	101856772	chr12	102250550
chr12	101877105	chr12	102270883
chr12	101877207	chr12	102270985
chr12	101894687	chr12	102288465
chr12	101896910	chr12	102290688
chr12	101899053	chr12	102292831
chr12	101899053	chr12	102292831
chr12	101899080	chr12	102292858
chr12	101899080	chr12	102292858
chr12	101899301	chr12	102293079
chr12	101900373	chr12	102294151
chr12	101903836	chr12	102297614
chr12	101907681	chr12	102301459
chr12	101909709	chr12	102303487
chr12	101911464	chr12	102305242
chr12	101918824	chr12	102312602
chr12	101923454	chr12	102317232
chr12	102001094	chr12	102394872
chr12	102005576	chr12	102399354
chr12	102018721	chr12	102412499
chr12	102018925	chr12	102412703
chr12	102021478	chr12	102415256
chr1	150860534	chr1	150833010
chr12	102030605	chr12	102424383
chr12	102035664	chr12	102429442
chr12	102043339	chr12	102437117
chr12	102046468	chr12	102440246
chr12	102047224	chr12	102441002
chr12	102048423	chr12	102442201
chr1	150862577	chr1	150835053
chr12	102049166	chr12	102442944
chr12	102051221	chr12	102444999
chr12	102052897	chr12	102446675
chr12	102058486	chr12	102452264
chr12	102061951	chr12	102455729
chr12	102067311	chr12	102461089
chr12	102068634	chr12	102462412
chr12	102069362	chr12	102463140
chr12	102069678	chr12	102463456
chr1	150863190	chr1	150835666
chr12	102069754	chr12	102463532
chr12	102072250	chr12	102466028
chr12	102082309	chr12	102476087
chr12	102084916	chr12	102478694
chr12	102089495	chr12	102483273
chr12	102090044	chr12	102483822
chr12	102095524	chr12	102489302
chr12	102097460	chr12	102491238
chr12	102098205	chr12	102491983
chr12	102098780	chr12	102492558
chr12	102099455	chr12	102493233
chr12	102103920	chr12	102497698
chr12	102105254	chr12	102499032
chr12	102105850	chr12	102499628
chr12	102107942	chr12	102501720
chr12	102107942	chr12	102501720
chr12	102107984	chr12	102501762
chr12	102107984	chr12	102501762
chr12	102109423	chr12	102503201
chr12	102111375	chr12	102505153
chr12	102114360	chr12	102508138
chr12	102115007	chr12	102508785
chr1	150867210	chr1	150839686
chr12	102116430	chr12	102510208
chr12	102117694	chr12	102511472
chr12	102122222	chr12	102516000
chr12	102123065	chr12	102516843
chr12	102124026	chr12	102517804
chr12	102124864	chr12	102518642
chr12	102125093	chr12	102518871
chr1	150868590	chr1	150841066
chr12	102135376	chr12	102529154
chr12	102135687	chr12	102529465
chr12	102136769	chr12	102530547
chr12	102137024	chr12	102530802
chr12	102137788	chr12	102531566
chr12	102138203	chr12	102531981
chr12	102138288	chr12	102532066
chr12	102142097	chr12	102535875
chr1	150869191	chr1	150841667
chr1	150869191	chr1	150841667
chr1	28337737	chr1	28664248
chr12	102142648	chr12	102536426
chr12	102143297	chr12	102537075
